Relacionada com Meio Ambiente ou Clima?,Pos/Neg/Neutro para o ambientalismo,proposicao,sigla_tipo,numero,ano,ementa,id,casa,tema,autor,link
Sim,Positivo,PL 1396/2019,PL,1396,2019,"Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, para estabelecer o dever de o poluidor ressarcir a União, o Estado ou o Município das despesas incorridas com operações envolvendo forças policiais, corpo de bombeiros, defesa civil, assistência social ou outros órgãos públicos, realizadas para socorro, resgate, assistência e mitigação dos danos ambientais e sociais, inclusive as despesas realizadas pelo Sistema Único de Saúde com o tratamento das vítimas.",135648,senado,Meio ambiente,Carlos Viana PSD / MG,https://www25.senado.leg.br/web/atividade/materias/-/materia/135648
Sim,Positivo,PL 1402/2019,PL,1402,2019,Tipifica o crime de perturbação da qualidade ambiental por poluição sonora.,135653,senado,Meio ambiente,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/135653
Sim,Positivo,PL 1404/2019,PL,1404,2019,Atribui aos corais da Amazônia a condição de Área de Preservação Permanente.,135672,senado,Meio ambiente,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/135672
Sim,Positivo,PL 1405/2019,PL,1405,2019,Dispõe sobre penalidade a quem lança nas águas lixo plástico de embarcações.,135651,senado,Meio ambiente,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/135651
Sim,Positivo,PL 1417/2019,PL,1417,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para majorar as penas cominadas aos crimes relacionados a poluição e a condutas com produtos perigosos.",135664,senado,Meio ambiente,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/135664
Sim,Positivo: inclui rejeitos de barragens como materiais a serem reciclados.,PL 1452/2019,PL,1452,2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens destinadas à acumulação de água para quaisquer usos, à disposição final ou temporária de rejeitos e à acumulação de resíduos industriais, para prever o reaproveitamento e a redução de rejeitos.",135686,senado,Meio ambiente,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/135686
Sim,Positivo,PL 1459/2019,PL,1459,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para redefinir o percentual de Reserva Legal nos imóveis rurais localizados no bioma Cerrado.",135681,senado,Meio ambiente,Jorge Kajuru PSB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/135681
Sim,Positivo: inclui rejeitos de barragens como materiais a serem reciclados.,PL 1496/2019,PL,1496,2019,"Dispõe sobre aplicações alternativas e sustentáveis aos resíduos e rejeitos decorrentes da exploração mineral, altera a Lei nº 12.305, de 2 de agosto de 2010, e dá outras providências.",135717,senado,Meio ambiente,Jaques Wagner PT / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/135717
,Não relacionada ao meio ambiente ou clima.,PL 1523/2020,PL,1523,2020,"Isenta a importação de fertilizantes do pagamento do Adicional ao Frete para a Renovação da Marinha Mercante – AFRMM, previsto na Lei nº 10.893, de 13 de julho de 2004, até o dia 31 de dezembro de 2021.",141427,senado,"Agricultura, pecuária e abastecimento",Alvaro Dias PODEMOS / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/141427
,Não relacionado ao meio ambiente ou clima.,PL 1543/2020,PL,1543,2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,141437,senado,"Agricultura, pecuária e abastecimento",Mecias de Jesus REPUBLICANOS / RR,https://www25.senado.leg.br/web/atividade/materias/-/materia/141437
,Não relacionada ao meio ambiente ou clima.,PL 1546/2020,PL,1546,2020,"Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID19, durante o período de vigor do estrado de calamidade pública no país, e dá outras providências.",141440,senado,"Agricultura, pecuária e abastecimento",Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/141440
Sim,Negativo,PL 1551/2019,PL,1551,2019,"Revoga o Capítulo IV – Da Reserva Legal, da Lei Nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para garantir o direito constitucional de propriedade.",135799,senado,Meio ambiente,Marcio Bittar MDB / AC,https://www25.senado.leg.br/web/atividade/materias/-/materia/135799
Sim,"Negativo: sujeita a criação, ampliação ou redução de Ucs aos poderes estaduais e municipais, muitas vezes controlados por grupos econômicos com interesses em debilitar a proteção ambiental em prol de uma regularização fundiária predatória.",PL 1553/2019,PL,1553,2019,"Altera a Lei Nº 9.985, de 18 de julho de 2000, para dispor sobre os critérios de criação de unidades de conservação.",135801,senado,Meio ambiente,Marcio Bittar MDB / AC,https://www25.senado.leg.br/web/atividade/materias/-/materia/135801
Sim,Neutro,PL 1600/2019,PL,1600,2019,"Altera a redação do § 2º do art. 5º da Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional de Meio Ambiente e dá outras providências, para incluir como prioritárias as aplicações de recursos financeiros no Cerrado.",135818,senado,Meio ambiente,Jorge Kajuru PSB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/135818
Sim,Neutro,PL 1602/2020,PL,1602,2020,"Altera a Lei nº 6.938, de 31 de agosto de 1981, para dispor sobre a possibilidade de realização, em processos de licenciamento ambiental, de audiência pública remota durante a emergência de saúde pública relacionada ao coronavírus (Covid-19).",141446,senado,Meio ambiente,Marcos Rogério DEM / RO,https://www25.senado.leg.br/web/atividade/materias/-/materia/141446
Sim,Positivo,PL 1641/2019,PL,1641,2019,"Altera a Lei n° 9.433, de 8 de janeiro de 1997, para incluir entre os fundamentos da Política Nacional de Recursos Hídricos a determinação sobre o emprego da água de menor qualidade em usos menos exigentes.",135859,senado,Meio ambiente,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/135859
Sim,Neutro,PL 1644/2019,PL,1644,2019,"Altera a Lei nº 9.503, de 1997, para redefinir a infração de atirar do veículo ou abandonar na via objetos ou substâncias.",135868,senado,Meio ambiente,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/135868
Sim,Negativo:flexibilização de regras para a ocupação de APPs  é temerário.,PL 1731/2019,PL,1731,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa e dá outras providências, para tratar de regras sobre a ocupação de Áreas de Preservação Permanente (APP).",135948,senado,Meio ambiente,Luis Carlos Heinze PP / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/135948
Sim,Positivo,PL 1790/2019,PL,1790,2019,"Estabelece a obrigatoriedade de que o empreendedor de barragem contrate seguro contra danos a terceiros, em virtude do rompimento ou vazamento da barragem e dá outras providências.",135986,senado,Meio ambiente,Jader Barbalho MDB / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/135986
,Não relacionada ao meio ambiente ou clima.,PL 1790/2020,PL,1790,2020,"Autoriza a concessão de linha de crédito rural especial, a prorrogação de dívidas rurais de agricultores familiares e empreendimentos familiares rurais e a criação de renda básica aos pequenos agricultores familiares rurais e assentados da reforma agrária em decorrência da pandemia do coronavírus (Covid-19).",141505,senado,"Agricultura, pecuária e abastecimento",Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/141505
Sim,positivo,PL 1853/2020,PL,1853,2020,"Acrescenta parágrafo ao art. 29 da Lei nº 11.445, de 5 de janeiro de 2007, com a finalidade de garantir ao usuário residencial dos serviços de água e esgoto isenção de tarifa de fornecimento de água em volume suficiente para a sua sobrevivência e de sua família em caso de pandemia.",141537,senado,Recursos hídricos,Plínio Valério PSDB / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/141537
Sim,"Positivo: embora em alguns pontos seja redundante, a intenção é reforçar a necessidade de proteção aos polinizadores.",PL 1918/2019,PL,1918,2019,"Altera as Leis nº 6.938, de 31 de agosto de 1981; nº 7.802, de 11 de julho de 1989; nº 12.651, de 25 de maio de 2012; e nº 13.123, de 20 de maio de 2015; para estabelecer medidas de estímulo à pesquisa e à proteção das populações de polinizadores.",136084,senado,Meio ambiente,Lasier Martins PODEMOS / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/136084
Sim,Positivo,PL 2062/2020,PL,2062,2020,Dispõe sobre o descarte e a disposição final de lâmpadas fluorescentes.,141656,senado,Meio ambiente,Jorge Kajuru CIDADANIA / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/141656
Sim,positivo,PL 2181/2019,PL,2181,2019,Determina que os abrigos e hotéis de animais de estimação domésticos e os estabelecimentos que vendem animais domésticos tenham médico veterinário como responsável técnico e sejam registrados no Conselho Regional de Medicina Veterinária.,136265,senado,Meio ambiente,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/136265
Sim,Positivo,PL 2206/2019,PL,2206,2019,"Altera a Lei nº 11.445, de 5 de janeiro de 2007, com a finalidade de garantir ao usuário residencial dos serviços de água e esgoto inadimplente um prazo de carência para quitar seus débitos antes da interrupção completa dos serviços, ao longo do qual lhe será garantido o fornecimento de água mínimo suficiente para a sua sobrevivência e de sua família, acompanhado do esgotamento sanitário correspondente.",136294,senado,Recursos hídricos,Plínio Valério PSDB / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/136294
Sim,Positivo,PL 2276/2019,PL,2276,2019,Torna obrigatória a produção impressa de propaganda eleitoral a partir de material biodegradável.,136339,senado,Meio ambiente,Comissão de Direitos Humanos e Legislação Participativa,https://www25.senado.leg.br/web/atividade/materias/-/materia/136339
Sim,Positivo,PL 2328/2020,PL,2328,2020,"Dispõe sobre a proibição de queimadas na Amazônia Legal enquanto perdurar o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 2020, devido à pandemia de Covid-19.",141759,senado,Meio ambiente,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/141759
Sim,Negativo,PL 2362/2019,PL,2362,2019,"Revoga o Capítulo IV - Da Reserva Legal, da Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para garantir o direito constitucional de propriedade.",136371,senado,Meio ambiente,Flávio Bolsonaro PSL / RJ e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/136371
Sim,Negativo: abre espaço para regularização fundiária de propriedades rurais desmatadas até a publicação do novo código florestal.,PL 2374/2020,PL,2374,2020,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para prever a compensação em dobro de déficit de Reserva Legal.",141808,senado,Meio ambiente,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/141808
Sim,Positivo,PL 2386/2019,PL,2386,2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), para instituir a caução obrigatória para garantia do descomissionamento ou da descaracterização de barragens de rejeitos de mineração e de resíduos industriais.",136380,senado,Meio ambiente,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/136380
,Não relacionada ao meio ambiente ou clima.,PL 2412/2020,PL,2412,2020,"Altera o art. 1º da Lei nº 10.420, de 10 de abril de 2002, que cria o Fundo Garantia-Safra e institui o Benefício Garantia-Safra, destinado a agricultores familiares vitimados pelo fenômeno da estiagem, nas regiões que especifica, para autorizar o pagamento do benefício, em caráter excepcional, em razão de situação de emergência ou calamidade pública estabelecido por decreto de calamidade pública federal.",141828,senado,"Agricultura, pecuária e abastecimento",Luis Carlos Heinze PP / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/141828
,Não relacionada ao meio ambiente ou clima.,PL 2414/2020,PL,2414,2020,Autoriza a prorrogação de dívidas do Programa Nacional de Crédito Fundiário (PNCF) contratadas com recursos do Fundo de Terras e da Reforma Agrária (FTRA) em decorrência da pandemia do coronavírus (Covid-19).,141831,senado,"Agricultura, pecuária e abastecimento",Wellington Fagundes PL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/141831
Sim,"Negativo: compromete a integridade da UC, atendendo interesses do setor econômico da região.",PL 2511/2019,PL,2511,2019,Altera os limites da Reserva Biológica de Santa Isabel em Sergipe.,136493,senado,Meio ambiente,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/136493
Sim,"Negativo: autoriza concessão de crédito para cadeia de produção da cana em qualquer região do país (art. 2º, §3º).",PL 2639/2020,PL,2639,2020,Institui o Programa Emergencial de Apoio ao Setor Sucroenergético brasileiro (PEASSE ) e dá outras providências.,141952,senado,"Agricultura, pecuária e abastecimento",Kátia Abreu PP / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/141952
Sim,Positivo,PL 2707/2019,PL,2707,2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Politica Nacional de Segurança de Barragens, para obrigar o empreendedor de barragens para fins de disposição final ou temporária de rejeitos de mineração a contratar auditoria externa.",136643,senado,Meio ambiente,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/136643
Sim,Positivo,PL 2788/2019,PL,2788,2019,"Institui a Política Nacional de Direitos das Populações Atingidas por Barragens (PNAB); discrimina os direitos das Populações Atingidas por Barragens (PAB); prevê o Programa de Direitos das Populações Atingidas por Barragens (PDPAB); estabelece regras de responsabilidade social do empreendedor; revoga dispositivos da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; e dá outras providências.",138122,senado,Meio ambiente,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138122
