id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
2258717-9,1,P,NOVO,camara
2258717-9,1,P,PP,camara
2258717-9,1,P,PROS,camara
2258717-9,1,P,PSD,camara
2258717-9,1,P,PL,camara
2258717-9,1,P,PATRIOTA,camara
2258717-9,-1,P,REDE,camara
2258717-9,1,NA,Governo,camara
2258717-9,1,P,CIDADANIA,camara
2258717-9,1,P,PTB,camara
2258717-9,-1,P,PDT,camara
2264837-9,1,P,PTB,camara
2264837-9,1,P,PSD,camara
2264837-9,1,P,NOVO,camara
2264837-9,1,P,MDB,camara
2264837-9,-1,P,PSOL,camara
2264837-9,1,P,DEM,camara
2264837-9,1,P,REDE,camara
2264837-9,1,P,PATRIOTA,camara
2264837-9,1,P,PODE,camara
2264837-9,1,P,PSC,camara
2264837-9,1,P,PSL,camara
2264837-9,1,P,AVANTE,camara
2264837-9,1,P,CIDADANIA,camara
2264837-9,-1,P,PSB,camara
2264837-9,1,P,PT,camara
2264837-9,1,P,PDT,camara
2264837-9,1,P,PROS,camara
2264837-9,1,NA,SOLIDARIEDADE,camara
2264837-9,1,NA,Governo,camara
2264837-9,1,NA,REPUBLICANOS,camara
2264837-9,1,P,PL,camara
2264837-9,1,P,PSDB,camara
2264837-9,1,P,PP,camara
2264837-9,5,B,Minoria,camara
2265440-8,1,P,PSC,camara
2265440-8,1,NA,SOLIDARIEDADE,camara
2265440-8,-1,P,PSDB,camara
2265440-8,1,P,DEM,camara
2265440-8,1,P,CIDADANIA,camara
2265440-8,1,P,PV,camara
2265440-8,1,P,MDB,camara
2265440-8,1,P,PSB,camara
2265440-8,-1,P,NOVO,camara
2265440-8,1,P,REDE,camara
2265440-8,1,P,PATRIOTA,camara
2265440-8,1,P,PSL,camara
2265440-8,1,P,PT,camara
2265440-8,1,P,PODE,camara
2265440-8,1,P,PROS,camara
2265440-8,1,P,PSD,camara
2265440-8,1,P,PL,camara
2265440-8,5,B,Minoria,camara
2265440-8,1,P,AVANTE,camara
2265440-8,1,P,PP,camara
2265440-8,1,P,PTB,camara
2265440-8,1,P,PDT,camara
2265440-8,-1,P,PSOL,camara
2265440-8,1,NA,Governo,camara
2265440-8,1,NA,REPUBLICANOS,camara
2205645-121,-1,P,PSD,camara
2205645-121,5,B,Minoria,camara
2205645-121,-1,P,PATRIOTA,camara
2205645-121,-1,NA,Governo,camara
2205645-121,-1,P,REDE,camara
2205645-121,-1,P,PODE,camara
2205645-121,-1,P,PT,camara
2205645-121,-1,P,PTB,camara
2205645-121,1,P,PSDB,camara
2205645-121,-1,P,PL,camara
2205645-121,-1,P,PCdoB,camara
2205645-121,1,P,CIDADANIA,camara
2205645-121,-1,P,PSB,camara
2205645-121,-1,P,PSL,camara
2205645-121,1,P,PDT,camara
2205645-121,-1,B,Maioria,camara
2205645-121,-1,P,NOVO,camara
2205645-121,-1,P,PROS,camara
2205645-121,-1,NA,REPUBLICANOS,camara
2205645-121,-1,P,AVANTE,camara
2205645-121,-1,P,DEM,camara
2205645-121,-1,P,PSOL,camara
2205645-121,-1,P,PP,camara
2205645-113,-1,P,PSDB,camara
2205645-113,-1,P,PL,camara
2205645-113,1,B,Minoria,camara
2205645-113,-1,P,PODE,camara
2205645-113,1,P,CIDADANIA,camara
2205645-113,-1,P,PSD,camara
2205645-113,-1,NA,REPUBLICANOS,camara
2205645-113,-1,P,NOVO,camara
2205645-113,-1,P,DEM,camara
2205645-113,-1,NA,Governo,camara
2205645-113,1,P,PDT,camara
2205645-113,1,P,PSOL,camara
2205645-113,-1,P,PSL,camara
2205645-113,-1,P,PROS,camara
2205645-113,-1,P,PP,camara
2205645-113,1,P,PT,camara
2205645-113,1,P,PCdoB,camara
2205645-113,-1,P,AVANTE,camara
2205645-113,-1,P,PTB,camara
2205645-113,1,P,REDE,camara
2205645-113,-1,B,Maioria,camara
2205645-113,-1,NA,SOLIDARIEDADE,camara
2205645-113,1,P,PSB,camara
2205645-110,1,P,PROS,camara
2205645-110,1,P,MDB,camara
2205645-110,1,P,NOVO,camara
2205645-110,-1,P,PSB,camara
2205645-110,1,NA,Governo,camara
2205645-110,-1,P,REDE,camara
2205645-110,1,P,AVANTE,camara
2205645-110,1,P,PP,camara
2205645-110,-1,B,Minoria,camara
2205645-110,1,P,PSL,camara
2205645-110,1,NA,REPUBLICANOS,camara
2205645-110,1,B,Maioria,camara
2205645-110,-1,P,PT,camara
2205645-110,-1,P,PCdoB,camara
2205645-110,1,P,PTB,camara
2205645-110,-1,P,PDT,camara
2205645-110,1,P,PSDB,camara
2205645-110,1,P,PSD,camara
2205645-110,1,P,PODE,camara
2205645-110,1,P,DEM,camara
2205645-110,-1,P,PSOL,camara
2205645-110,1,P,CIDADANIA,camara
2205645-110,1,P,PL,camara
2205645-105,1,P,PL,camara
2205645-105,1,B,Maioria,camara
2205645-105,1,P,MDB,camara
2205645-105,-1,P,CIDADANIA,camara
2205645-105,1,P,PSD,camara
2205645-105,1,NA,REPUBLICANOS,camara
2205645-105,1,NA,SOLIDARIEDADE,camara
2205645-105,1,P,PODE,camara
2205645-105,1,P,PP,camara
2205645-105,-1,P,REDE,camara
2205645-105,-1,P,PCdoB,camara
2205645-105,1,P,PTB,camara
2205645-105,-1,B,Minoria,camara
2205645-105,-1,P,PDT,camara
2205645-105,-1,P,PSOL,camara
2205645-105,1,P,PROS,camara
2205645-105,1,P,AVANTE,camara
2205645-105,1,P,DEM,camara
2205645-105,1,P,PSDB,camara
2205645-105,1,P,PSL,camara
2205645-105,1,NA,Governo,camara
2205645-105,-1,P,PT,camara
2205645-105,-1,P,PSB,camara
2205645-105,1,P,NOVO,camara
2205645-102,5,B,Maioria,camara
2205645-102,-1,NA,SOLIDARIEDADE,camara
2205645-102,1,P,CIDADANIA,camara
2205645-102,1,P,PODE,camara
2205645-102,1,P,PL,camara
2205645-102,1,P,PSD,camara
2205645-102,1,P,MDB,camara
2205645-102,1,P,PV,camara
2205645-102,-1,P,PCdoB,camara
2205645-102,5,B,Minoria,camara
2205645-102,1,P,PSB,camara
2205645-102,1,P,PROS,camara
2205645-102,1,NA,Governo,camara
2205645-102,1,P,PSDB,camara
2205645-102,-1,P,PSOL,camara
2205645-102,1,P,PTB,camara
2205645-102,1,P,PSL,camara
2205645-102,-1,P,PDT,camara
2205645-102,-1,P,PT,camara
2205645-102,1,P,DEM,camara
2205645-102,-1,P,REDE,camara
2205645-102,1,P,PP,camara
2205645-102,1,P,AVANTE,camara
2205645-102,1,P,NOVO,camara
2205645-99,-1,B,Maioria,camara
2205645-99,-1,P,PODE,camara
2205645-99,-1,NA,SOLIDARIEDADE,camara
2205645-99,-1,P,PSB,camara
2205645-99,-1,P,DEM,camara
2205645-99,1,P,PSDB,camara
2205645-99,-1,P,PROS,camara
2205645-99,5,B,Minoria,camara
2205645-99,-1,P,PSL,camara
2205645-99,-1,P,PSOL,camara
2205645-99,-1,P,NOVO,camara
2205645-99,-1,P,PTB,camara
2205645-99,1,P,CIDADANIA,camara
2205645-99,-1,P,PT,camara
2205645-99,-1,P,PCdoB,camara
2205645-99,-1,P,AVANTE,camara
2205645-99,-1,NA,Governo,camara
2205645-99,1,P,PV,camara
2205645-99,5,P,PDT,camara
2205645-99,-1,P,PP,camara
2205645-99,-1,P,PSD,camara
2205645-99,-1,P,PL,camara
2205645-99,-1,NA,REPUBLICANOS,camara
2205645-99,-1,P,REDE,camara
2205645-99,-1,P,MDB,camara
2205645-92,-1,P,PROS,camara
2205645-92,-1,P,MDB,camara
2205645-92,-1,P,PTB,camara
2205645-92,1,P,PDT,camara
2205645-92,1,P,PSB,camara
2205645-92,-1,P,PP,camara
2205645-92,-1,P,AVANTE,camara
2205645-92,1,B,Minoria,camara
2205645-92,-1,P,NOVO,camara
2205645-92,-1,P,PODE,camara
2205645-92,-1,P,PL,camara
2205645-92,-1,P,PSDB,camara
2205645-92,1,P,PT,camara
2205645-92,-1,P,CIDADANIA,camara
2205645-92,-1,B,Maioria,camara
2205645-92,-1,NA,REPUBLICANOS,camara
2205645-92,-1,P,PSL,camara
2205645-92,-1,NA,SOLIDARIEDADE,camara
2205645-92,1,P,REDE,camara
2205645-92,-1,P,DEM,camara
2205645-92,-1,P,PATRIOTA,camara
2205645-92,-1,NA,Governo,camara
2205645-92,-1,P,PV,camara
2205645-92,1,P,PSOL,camara
2205645-92,1,P,PCdoB,camara
2205645-92,-1,P,PSD,camara
2205645-82,-1,P,REDE,camara
2205645-82,1,P,PCdoB,camara
2205645-82,1,P,PT,camara
2205645-82,-1,P,NOVO,camara
2205645-82,-1,P,PTB,camara
2205645-82,-1,P,PSL,camara
2205645-82,-1,P,PL,camara
2205645-82,-1,P,PROS,camara
2205645-82,-1,NA,REPUBLICANOS,camara
2205645-82,-1,P,PODE,camara
2205645-82,-1,P,PSDB,camara
2205645-82,-1,NA,SOLIDARIEDADE,camara
2205645-82,-1,P,PSD,camara
2205645-82,1,P,PSOL,camara
2205645-82,-1,P,PP,camara
2205645-82,5,B,Minoria,camara
2205645-82,1,P,PDT,camara
2205645-82,-1,P,MDB,camara
2205645-82,-1,P,PSB,camara
2205645-82,-1,P,CIDADANIA,camara
2205645-82,-1,NA,Governo,camara
2205645-82,-1,P,DEM,camara
2205645-77,5,B,Minoria,camara
2205645-77,1,P,PSD,camara
2205645-77,1,P,NOVO,camara
2205645-77,1,P,PSDB,camara
2205645-77,5,B,Oposição,camara
2205645-77,1,P,PDT,camara
2205645-77,1,P,MDB,camara
2205645-77,-1,P,PSOL,camara
2205645-77,1,P,PSL,camara
2205645-77,-1,P,PT,camara
2205645-77,1,P,PTB,camara
2205645-77,1,P,PROS,camara
2205645-77,-1,P,PCdoB,camara
2205645-77,1,NA,SOLIDARIEDADE,camara
2205645-77,1,P,DEM,camara
2205645-77,1,P,REDE,camara
2205645-77,1,P,PSB,camara
2205645-77,1,P,PP,camara
2205645-77,1,P,PL,camara
2205645-77,1,NA,Governo,camara
2205645-77,1,NA,REPUBLICANOS,camara
2205645-77,1,P,CIDADANIA,camara
2205645-74,-1,P,DEM,camara
2205645-74,1,P,PSOL,camara
2205645-74,-1,P,AVANTE,camara
2205645-74,-1,P,PP,camara
2205645-74,-1,P,PODE,camara
2205645-74,-1,P,PSC,camara
2205645-74,-1,NA,Governo,camara
2205645-74,-1,P,PL,camara
2205645-74,-1,NA,SOLIDARIEDADE,camara
2205645-74,-1,P,MDB,camara
2205645-74,-1,B,Maioria,camara
2205645-74,-1,P,PV,camara
2205645-74,-1,P,PSL,camara
2205645-74,-1,P,PATRIOTA,camara
2205645-74,-1,P,PDT,camara
2205645-74,-1,P,PSD,camara
2205645-74,-1,P,PROS,camara
2205645-74,-1,P,PTB,camara
2205645-74,1,P,PT,camara
2205645-74,-1,P,PCdoB,camara
2205645-74,-1,P,REDE,camara
2205645-74,5,B,Oposição,camara
2205645-74,-1,P,PSB,camara
2205645-74,-1,NA,REPUBLICANOS,camara
2205645-74,-1,P,CIDADANIA,camara
2205645-74,-1,P,PSDB,camara
2205645-74,-1,P,NOVO,camara
2205645-60,-1,P,PATRIOTA,camara
2205645-60,-1,NA,SOLIDARIEDADE,camara
2205645-60,-1,P,DEM,camara
2205645-60,-1,P,PROS,camara
2205645-60,1,P,PT,camara
2205645-60,-1,P,CIDADANIA,camara
2205645-60,-1,NA,Governo,camara
2205645-60,-1,P,PV,camara
2205645-60,5,B,Minoria,camara
2205645-60,-1,P,PTB,camara
2205645-60,-1,B,Maioria,camara
2205645-60,-1,P,PP,camara
2205645-60,-1,P,PSC,camara
2205645-60,-1,P,MDB,camara
2205645-60,-1,P,PDT,camara
2205645-60,-1,P,AVANTE,camara
2205645-60,1,P,PCdoB,camara
2205645-60,-1,P,NOVO,camara
2205645-60,-1,P,PSL,camara
2205645-60,1,P,PSOL,camara
2205645-60,-1,P,PSB,camara
2205645-60,-1,B,Oposição,camara
2205645-60,-1,P,PSDB,camara
2205645-60,-1,NA,REPUBLICANOS,camara
2205645-60,-1,P,PODE,camara
2205645-60,-1,P,REDE,camara
2205645-60,-1,P,PL,camara
2205645-60,-1,P,PSD,camara
2164132-60,1,P,PSD,camara
2164132-60,1,P,PSDB,camara
2164132-60,1,B,Oposição,camara
2164132-60,5,NA,REPUBLICANOS,camara
2164132-60,1,NA,SOLIDARIEDADE,camara
2164132-60,1,P,PTB,camara
2164132-60,1,P,PATRIOTA,camara
2164132-60,1,P,CIDADANIA,camara
2164132-60,1,B,Maioria,camara
2164132-60,1,P,DEM,camara
2164132-60,1,P,PROS,camara
2164132-60,1,P,PSB,camara
2164132-60,1,P,PV,camara
2164132-60,5,NA,Governo,camara
2164132-60,1,P,PODE,camara
2164132-60,1,P,PT,camara
2164132-60,5,P,PSC,camara
2164132-60,1,P,PP,camara
2164132-60,1,P,PCdoB,camara
2164132-60,1,P,AVANTE,camara
2164132-60,1,P,PSOL,camara
2164132-60,1,P,PL,camara
2164132-60,5,P,PSL,camara
2164132-60,1,P,REDE,camara
2164132-60,1,P,MDB,camara
2164132-60,1,B,Minoria,camara
2164132-60,-1,P,NOVO,camara
2164132-60,1,P,PDT,camara
2164132-54,1,P,PSDB,camara
2164132-54,1,P,PODE,camara
2164132-54,1,P,PV,camara
2164132-54,1,P,CIDADANIA,camara
2164132-54,1,P,PSB,camara
2164132-54,1,B,Oposição,camara
2164132-54,5,P,PSL,camara
2164132-54,-1,P,NOVO,camara
2164132-54,1,P,REDE,camara
2164132-54,1,P,PATRIOTA,camara
2164132-54,1,P,PDT,camara
2164132-54,5,NA,Governo,camara
2164132-54,5,NA,REPUBLICANOS,camara
2164132-54,1,P,PSD,camara
2164132-54,5,P,PSC,camara
2164132-54,1,P,AVANTE,camara
2164132-54,1,NA,SOLIDARIEDADE,camara
2164132-54,1,P,PSOL,camara
2164132-54,1,P,PTB,camara
2164132-54,1,P,PL,camara
2164132-54,1,P,PT,camara
2164132-54,1,B,Minoria,camara
2164132-54,1,B,Maioria,camara
2164132-54,1,P,DEM,camara
2164132-54,1,P,PROS,camara
2164132-54,1,P,MDB,camara
2164132-54,1,P,PCdoB,camara
2164132-54,1,P,PP,camara
2266304-9,1,P,NOVO,camara
2266304-9,1,P,PP,camara
2266304-9,-1,P,PSOL,camara
2266304-9,1,P,PL,camara
2266304-9,-1,P,PCdoB,camara
2266304-9,1,NA,Governo,camara
2266304-9,-1,P,REDE,camara
2266304-9,1,P,PODE,camara
2266304-9,-1,B,Minoria,camara
2266304-9,-1,P,PT,camara
2266304-9,-1,P,PDT,camara
2266304-9,1,P,AVANTE,camara
2266304-9,1,P,PTB,camara
2266304-9,1,P,DEM,camara
2266304-9,1,P,MDB,camara
2266304-9,1,P,CIDADANIA,camara
2266304-9,-1,P,PSB,camara
2266304-9,1,P,PSD,camara
2266304-9,1,NA,SOLIDARIEDADE,camara
2266304-9,1,NA,REPUBLICANOS,camara
2266304-9,1,P,PSL,camara
2266304-9,1,P,PV,camara
2266304-9,1,P,PSDB,camara
946625-101,1,P,PT,camara
946625-101,-1,P,PV,camara
946625-101,-1,P,DEM,camara
946625-101,1,P,PCdoB,camara
946625-101,5,P,PDT,camara
946625-101,-1,P,NOVO,camara
946625-101,5,P,PODE,camara
946625-101,-1,P,PP,camara
946625-101,-1,P,AVANTE,camara
946625-101,-1,P,CIDADANIA,camara
946625-101,-1,P,PSDB,camara
946625-101,-1,P,PSL,camara
946625-101,-1,NA,Governo,camara
946625-101,1,P,PSOL,camara
946625-101,1,B,Minoria,camara
946625-101,-1,P,PL,camara
946625-101,1,P,REDE,camara
946625-101,-1,NA,REPUBLICANOS,camara
946625-101,1,P,PSB,camara
946625-101,-1,NA,SOLIDARIEDADE,camara
946625-101,-1,P,PSD,camara
2261121-177,-1,NA,SOLIDARIEDADE,camara
2261121-177,1,P,REDE,camara
2261121-177,1,P,PDT,camara
2261121-177,1,P,CIDADANIA,camara
2261121-177,1,P,PODE,camara
2261121-177,5,P,PP,camara
2261121-177,1,P,PSB,camara
2261121-177,1,P,PSOL,camara
2261121-177,1,B,Minoria,camara
2261121-177,-1,P,PL,camara
2261121-177,1,P,MDB,camara
2261121-177,5,P,PV,camara
2261121-177,1,P,DEM,camara
2261121-177,-1,P,NOVO,camara
2261121-177,1,P,PCdoB,camara
2261121-177,-1,NA,REPUBLICANOS,camara
2261121-177,1,P,PT,camara
2261121-177,-1,NA,Governo,camara
2261121-177,1,B,Oposição,camara
2261121-177,5,P,PSD,camara
2261121-177,-1,P,PSL,camara
2261121-177,1,P,PSDB,camara
2261121-172,1,NA,Governo,camara
2261121-172,1,P,PSL,camara
2261121-172,1,P,PSB,camara
2261121-172,1,P,REDE,camara
2261121-172,-1,P,NOVO,camara
2261121-172,1,P,PSDB,camara
2261121-172,1,NA,SOLIDARIEDADE,camara
2261121-172,1,P,PCdoB,camara
2261121-172,1,P,PODE,camara
2261121-172,1,P,PROS,camara
2261121-172,1,NA,REPUBLICANOS,camara
2261121-172,1,P,PTB,camara
2261121-172,1,P,PSOL,camara
2261121-172,1,P,PV,camara
2261121-172,1,P,PP,camara
2261121-172,1,P,CIDADANIA,camara
2261121-172,1,B,Oposição,camara
2261121-172,1,P,AVANTE,camara
2261121-172,1,P,PDT,camara
2261121-172,1,P,MDB,camara
2261121-172,1,P,DEM,camara
2261121-172,1,P,PSD,camara
2261121-172,1,P,PT,camara
2261121-172,1,P,PL,camara
2261121-172,1,B,Minoria,camara
2261121-114,5,NA,REPUBLICANOS,camara
2261121-114,1,P,REDE,camara
2261121-114,-1,P,PL,camara
2261121-114,1,P,PV,camara
2261121-114,-1,P,NOVO,camara
2261121-114,-1,P,AVANTE,camara
2261121-114,-1,P,PTB,camara
2261121-114,1,P,PT,camara
2261121-114,-1,P,MDB,camara
2261121-114,1,P,CIDADANIA,camara
2261121-114,1,P,DEM,camara
2261121-114,-1,P,PP,camara
2261121-114,1,P,PSOL,camara
2261121-114,1,P,PDT,camara
2261121-114,1,P,PODE,camara
2261121-114,1,P,PSDB,camara
2261121-114,1,P,PSB,camara
2261121-114,1,B,Oposição,camara
2261121-114,-1,NA,Governo,camara
2261121-114,1,P,PCdoB,camara
2261121-114,-1,P,PSD,camara
2261121-114,-1,P,PSL,camara
2261121-114,1,B,Minoria,camara
2261121-114,-1,NA,SOLIDARIEDADE,camara
2261121-110,-1,P,PSB,camara
2261121-110,-1,P,PCdoB,camara
2261121-110,-1,P,PSOL,camara
2261121-110,-1,B,Minoria,camara
2261121-110,-1,P,PSD,camara
2261121-110,5,P,PODE,camara
2261121-110,-1,NA,Governo,camara
2261121-110,-1,P,REDE,camara
2261121-110,1,P,PROS,camara
2261121-110,-1,P,CIDADANIA,camara
2261121-110,-1,NA,REPUBLICANOS,camara
2261121-110,-1,P,NOVO,camara
2261121-110,-1,P,PSDB,camara
2261121-110,-1,P,MDB,camara
2261121-110,-1,NA,SOLIDARIEDADE,camara
2261121-110,-1,P,PTB,camara
2261121-110,-1,P,PP,camara
2261121-110,-1,P,PDT,camara
2261121-110,-1,P,PSL,camara
2261121-110,-1,P,DEM,camara
2261121-110,-1,P,AVANTE,camara
2261121-110,-1,P,PT,camara
2261121-110,1,P,PV,camara
2261121-110,-1,P,PL,camara
2261121-104,-1,P,PSOL,camara
2261121-104,1,P,AVANTE,camara
2261121-104,1,P,PL,camara
2261121-104,1,P,PP,camara
2261121-104,1,P,MDB,camara
2261121-104,1,NA,Governo,camara
2261121-104,1,P,PTB,camara
2261121-104,5,P,PODE,camara
2261121-104,1,P,PSD,camara
2261121-104,-1,P,PSB,camara
2261121-104,-1,B,Oposição,camara
2261121-104,-1,P,PT,camara
2261121-104,-1,B,Minoria,camara
2261121-104,-1,P,PDT,camara
2261121-104,-1,P,PSDB,camara
2261121-104,5,NA,REPUBLICANOS,camara
2261121-104,1,P,PSL,camara
2261121-104,-1,P,PCdoB,camara
2261121-104,-1,P,DEM,camara
2261121-104,5,P,CIDADANIA,camara
2261121-104,-1,P,PV,camara
2261121-104,-1,P,REDE,camara
2261121-104,1,P,NOVO,camara
2261121-99,-1,NA,REPUBLICANOS,camara
2261121-99,-1,P,PSC,camara
2261121-99,5,P,CIDADANIA,camara
2261121-99,-1,P,PDT,camara
2261121-99,-1,P,DEM,camara
2261121-99,-1,P,PSOL,camara
2261121-99,1,P,PSD,camara
2261121-99,-1,P,PT,camara
2261121-99,-1,B,Oposição,camara
2261121-99,1,P,AVANTE,camara
2261121-99,1,P,PP,camara
2261121-99,-1,P,REDE,camara
2261121-99,1,P,PSL,camara
2261121-99,1,NA,Governo,camara
2261121-99,1,NA,SOLIDARIEDADE,camara
2261121-99,5,P,PODE,camara
2261121-99,5,B,Minoria,camara
2261121-99,-1,P,PSDB,camara
2261121-99,-1,P,MDB,camara
2261121-99,-1,P,PSB,camara
2261121-99,1,P,PTB,camara
2261121-99,1,P,PV,camara
2261121-99,1,P,NOVO,camara
2261121-99,1,P,PL,camara
2261121-99,-1,P,PCdoB,camara
2261121-90,1,P,PSDB,camara
2261121-90,5,P,PODE,camara
2261121-90,-1,P,PCdoB,camara
2261121-90,5,P,PV,camara
2261121-90,1,P,MDB,camara
2261121-90,-1,P,REDE,camara
2261121-90,-1,B,Minoria,camara
2261121-90,1,P,NOVO,camara
2261121-90,-1,P,PDT,camara
2261121-90,-1,B,Oposição,camara
2261121-90,-1,P,PSB,camara
2261121-90,1,P,PP,camara
2261121-90,1,NA,REPUBLICANOS,camara
2261121-90,1,NA,Governo,camara
2261121-90,1,P,PSD,camara
2261121-90,-1,P,PT,camara
2261121-90,1,NA,SOLIDARIEDADE,camara
2261121-90,1,P,PTB,camara
2261121-90,1,P,CIDADANIA,camara
2261121-90,1,P,PSL,camara
2261121-90,-1,P,DEM,camara
2261121-90,1,P,PL,camara
2261121-90,-1,P,PSOL,camara
2261121-88,1,P,CIDADANIA,camara
2261121-88,-1,P,REDE,camara
2261121-88,-1,P,PSOL,camara
2261121-88,1,P,PP,camara
2261121-88,1,P,PSD,camara
2261121-88,1,P,DEM,camara
2261121-88,-1,P,PT,camara
2261121-88,1,P,PSL,camara
2261121-88,-1,B,Minoria,camara
2261121-88,-1,P,PSB,camara
2261121-88,-1,B,Oposição,camara
2261121-88,-1,P,PCdoB,camara
2261121-88,1,P,PL,camara
2261121-88,5,P,PV,camara
2261121-88,1,P,MDB,camara
2261121-88,1,NA,Governo,camara
2261121-88,1,P,PSDB,camara
2261121-88,5,P,PODE,camara
2261121-88,1,NA,REPUBLICANOS,camara
2261121-88,1,P,NOVO,camara
2261121-88,-1,P,PDT,camara
2261121-88,1,P,PTB,camara
2261121-88,1,P,AVANTE,camara
2261121-82,1,P,PSL,camara
2261121-82,-1,P,PDT,camara
2261121-82,5,NA,REPUBLICANOS,camara
2261121-82,-1,B,Oposição,camara
2261121-82,-1,P,DEM,camara
2261121-82,1,P,NOVO,camara
2261121-82,1,P,PL,camara
2261121-82,1,NA,Governo,camara
2261121-82,5,P,PODE,camara
2261121-82,1,P,PSDB,camara
2261121-82,1,P,PP,camara
2261121-82,-1,P,REDE,camara
2261121-82,1,P,CIDADANIA,camara
2261121-82,-1,P,PSB,camara
2261121-82,-1,P,PSOL,camara
2261121-82,-1,P,PT,camara
2261121-82,1,NA,SOLIDARIEDADE,camara
2261121-82,-1,P,PCdoB,camara
2261121-82,1,P,PSD,camara
2261121-82,1,P,PTB,camara
2261121-82,1,P,MDB,camara
2261121-82,1,P,AVANTE,camara
2265505-41,1,P,CIDADANIA,camara
2265505-41,1,P,PATRIOTA,camara
2265505-41,1,NA,Governo,camara
2265505-41,1,P,NOVO,camara
2265505-41,1,P,PSD,camara
2265505-41,1,P,PROS,camara
2265505-41,1,P,REDE,camara
2265505-41,1,P,PSL,camara
2265505-41,1,P,PDT,camara
2265505-41,1,P,PSB,camara
2265505-41,1,B,Maioria,camara
2265505-41,5,B,Minoria,camara
2265505-41,1,P,PSDB,camara
2265505-41,1,P,PT,camara
2265505-41,1,P,DEM,camara
2265505-41,1,NA,REPUBLICANOS,camara
2265505-41,1,B,Oposição,camara
2265505-41,1,NA,SOLIDARIEDADE,camara
2265505-41,1,P,PV,camara
2265505-41,1,P,PTB,camara
2265505-41,-1,P,PSOL,camara
2265505-41,1,P,PL,camara
2265505-41,1,P,MDB,camara
2265505-41,1,P,PSC,camara
2265505-41,1,P,PCdoB,camara
2265505-41,1,P,AVANTE,camara
2265505-41,1,P,PP,camara
2265505-41,1,P,PODE,camara
2265505-38,-1,P,CIDADANIA,camara
2265505-38,-1,P,PTB,camara
2265505-38,-1,P,PODE,camara
2265505-38,-1,NA,REPUBLICANOS,camara
2265505-38,-1,P,PCdoB,camara
2265505-38,-1,NA,SOLIDARIEDADE,camara
2265505-38,-1,P,PT,camara
2265505-38,-1,NA,Governo,camara
2265505-38,-1,P,PSB,camara
2265505-38,-1,P,PSD,camara
2265505-38,-1,P,PSL,camara
2265505-38,-1,P,PSDB,camara
2265505-38,-1,P,REDE,camara
2265505-38,5,B,Minoria,camara
2265505-38,-1,P,NOVO,camara
2265505-38,-1,P,PDT,camara
2265505-38,1,P,PSOL,camara
2265505-38,-1,P,MDB,camara
2265505-38,-1,P,DEM,camara
2265505-38,-1,P,PL,camara
2265505-38,-1,P,PP,camara
2249891-100,1,P,MDB,camara
2249891-100,1,P,PCdoB,camara
2249891-100,1,P,CIDADANIA,camara
2249891-100,1,B,Minoria,camara
2249891-100,1,P,PT,camara
2249891-100,1,P,PTB,camara
2249891-100,1,NA,Governo,camara
2249891-100,1,P,AVANTE,camara
2249891-100,1,P,PSOL,camara
2249891-100,1,P,PP,camara
2249891-100,1,NA,REPUBLICANOS,camara
2249891-100,1,P,PSD,camara
2249891-100,1,P,PDT,camara
2249891-100,1,P,DEM,camara
2249891-100,1,P,PL,camara
2249891-100,1,P,PSB,camara
2249891-100,1,P,PSDB,camara
2249891-100,1,P,PV,camara
2249891-100,1,NA,SOLIDARIEDADE,camara
2249891-100,1,P,PODE,camara
2249891-100,1,P,PSC,camara
2249891-100,1,P,PSL,camara
2249891-100,-1,P,NOVO,camara
2249891-100,1,P,PROS,camara
2249891-100,1,P,PATRIOTA,camara
2249891-98,-1,P,PSB,camara
2249891-98,-1,P,PSOL,camara
2249891-98,1,P,PDT,camara
2249891-98,1,P,NOVO,camara
2249891-98,1,NA,REPUBLICANOS,camara
2249891-98,1,P,CIDADANIA,camara
2249891-98,1,P,PTB,camara
2249891-98,1,P,PATRIOTA,camara
2249891-98,5,B,Minoria,camara
2249891-98,1,P,MDB,camara
2249891-98,1,P,PROS,camara
2249891-98,1,P,PV,camara
2249891-98,1,P,PSL,camara
2249891-98,1,P,PP,camara
2249891-98,-1,P,PODE,camara
2249891-98,1,P,DEM,camara
2249891-98,1,P,PSDB,camara
2249891-98,-1,P,PT,camara
2249891-98,1,NA,SOLIDARIEDADE,camara
2249891-98,1,P,PL,camara
2249891-98,1,P,AVANTE,camara
2249891-98,1,P,PSC,camara
2249891-98,1,P,PSD,camara
2249891-98,1,NA,Governo,camara
2249891-95,1,P,DEM,camara
2249891-95,5,B,Minoria,camara
2249891-95,-1,P,PT,camara
2249891-95,1,P,PP,camara
2249891-95,1,P,PSD,camara
2249891-95,1,P,AVANTE,camara
2249891-95,1,P,PATRIOTA,camara
2249891-95,1,P,PODE,camara
2249891-95,-1,P,CIDADANIA,camara
2249891-95,1,P,MDB,camara
2249891-95,1,P,PSDB,camara
2249891-95,-1,P,REDE,camara
2249891-95,1,P,PL,camara
2249891-95,1,P,PV,camara
2249891-95,1,P,PROS,camara
2249891-95,1,P,PSC,camara
2249891-95,-1,P,PCdoB,camara
2249891-95,1,P,PDT,camara
2249891-95,1,P,NOVO,camara
2249891-95,1,NA,Governo,camara
2249891-95,1,NA,REPUBLICANOS,camara
2249891-95,-1,P,PSOL,camara
