id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
2260971-62,-1,B,Maioria,camara
2260971-62,-1,P,AVANTE,camara
2260971-62,-1,P,PV,camara
2260971-62,-1,NA,Governo,camara
2260971-62,-1,NA,REPUBLICANOS,camara
2260971-62,2,P,PT,camara
2260971-62,-1,NA,SOLIDARIEDADE,camara
2260971-62,-1,P,NOVO,camara
2260971-62,-1,P,PP,camara
2260971-62,2,P,REDE,camara
2260971-62,-1,P,PSL,camara
2260971-62,-1,P,PODE,camara
2260971-62,-1,P,PTB,camara
2260971-62,-1,P,MDB,camara
2260971-62,-1,P,CIDADANIA,camara
2260971-62,-1,P,PROS,camara
2260971-62,2,P,PDT,camara
2260971-62,2,B,Minoria,camara
2260971-62,-1,P,PSC,camara
2260971-62,-1,P,PSDB,camara
2260971-62,2,P,PSB,camara
2260971-62,2,P,PSOL,camara
2260971-62,-1,P,PATRIOTA,camara
2260971-62,-1,P,DEM,camara
2260971-60,2,B,Minoria,camara
2260971-60,-1,P,PATRIOTA,camara
2260971-60,-1,P,PODE,camara
2260971-60,-1,P,PROS,camara
2260971-60,-1,NA,REPUBLICANOS,camara
2260971-60,-1,P,CIDADANIA,camara
2260971-60,-1,P,PSL,camara
2260971-60,-1,NA,Governo,camara
2260971-60,-1,P,NOVO,camara
2260971-60,2,P,REDE,camara
2260971-60,2,P,PCdoB,camara
2260971-60,2,P,PT,camara
2260971-60,2,P,PSOL,camara
2260971-60,-1,B,Maioria,camara
2260971-60,-1,P,DEM,camara
2260971-60,-1,P,PSD,camara
2260971-60,-1,P,PSC,camara
2260971-60,2,P,PSB,camara
2260971-60,-1,P,PSDB,camara
2260971-60,-1,P,PP,camara
2260971-60,-1,NA,SOLIDARIEDADE,camara
2260971-60,2,P,PDT,camara
2260971-60,-1,P,AVANTE,camara
2260971-60,-1,P,PV,camara
2260971-60,-1,P,MDB,camara
2260971-60,-1,P,PL,camara
2260971-60,-1,P,PTB,camara
2260971-43,-1,P,AVANTE,camara
2260971-43,-1,NA,Governo,camara
2260971-43,2,P,PSB,camara
2260971-43,2,P,PSOL,camara
2260971-43,-1,P,PODE,camara
2260971-43,2,P,PT,camara
2260971-43,-1,P,PSDB,camara
2260971-43,-1,P,PSC,camara
2260971-43,-1,P,PATRIOTA,camara
2260971-43,-1,P,PV,camara
2260971-43,-1,P,CIDADANIA,camara
2260971-43,-1,P,MDB,camara
2260971-43,-1,P,NOVO,camara
2260971-43,-1,B,Maioria,camara
2260971-43,-1,P,PL,camara
2260971-43,-1,P,PSD,camara
2260971-43,2,P,PCdoB,camara
2260971-43,-1,P,PP,camara
2260971-43,2,P,REDE,camara
2260971-43,-1,P,PTB,camara
2260971-43,-1,P,PROS,camara
2260971-43,-1,NA,REPUBLICANOS,camara
2260971-43,-1,NA,SOLIDARIEDADE,camara
2260971-43,-1,P,DEM,camara
2260971-43,2,P,PDT,camara
2260971-43,-1,P,PSL,camara
2260971-38,2,P,REDE,camara
2260971-38,-1,NA,Governo,camara
2260971-38,-1,P,PROS,camara
2260971-38,-1,P,PV,camara
2260971-38,-1,P,PTB,camara
2260971-38,-1,P,PATRIOTA,camara
2260971-38,-1,P,DEM,camara
2260971-38,-1,P,NOVO,camara
2260971-38,-1,P,PP,camara
2260971-38,-1,P,CIDADANIA,camara
2260971-38,-1,P,AVANTE,camara
2260971-38,2,P,PT,camara
2260971-38,-1,P,PL,camara
2260971-38,-1,P,PODE,camara
2260971-38,2,P,PCdoB,camara
2260971-38,-1,P,MDB,camara
2260971-38,2,P,PSOL,camara
2260971-38,-1,P,PSD,camara
2260971-38,2,P,PDT,camara
2260971-38,2,P,PSB,camara
2260971-38,-1,P,PSDB,camara
2260971-38,-1,NA,REPUBLICANOS,camara
2260971-30,-1,P,PSD,camara
2260971-30,-1,P,MDB,camara
2260971-30,-1,P,DEM,camara
2260971-30,-1,P,PODE,camara
2260971-30,-1,NA,Governo,camara
2260971-30,-1,P,PSL,camara
2260971-30,2,B,Minoria,camara
2260971-30,-1,P,NOVO,camara
2260971-30,2,P,REDE,camara
2260971-30,-1,P,PP,camara
2260971-30,-1,NA,REPUBLICANOS,camara
2260971-30,2,P,PT,camara
2260971-30,-1,P,PSDB,camara
2260971-30,2,P,PDT,camara
2260971-30,-1,P,PTB,camara
2260971-30,-1,P,CIDADANIA,camara
2260971-30,2,P,PCdoB,camara
2260971-30,-1,P,AVANTE,camara
2260971-30,2,P,PSB,camara
2260971-30,2,P,PSOL,camara
2260433-210,-1,B,Oposição,camara
2260433-210,1,P,PL,camara
2260433-210,1,P,DEM,camara
2260433-210,1,P,PSC,camara
2260433-210,-1,P,CIDADANIA,camara
2260433-210,1,P,NOVO,camara
2260433-210,-1,P,PCdoB,camara
2260433-210,1,P,PSDB,camara
2260433-210,1,NA,Governo,camara
2260433-210,1,P,PP,camara
2260433-210,-1,P,REDE,camara
2260433-210,1,P,AVANTE,camara
2260433-210,1,NA,SOLIDARIEDADE,camara
2260433-210,1,NA,REPUBLICANOS,camara
2260433-210,-1,B,Minoria,camara
2260433-210,1,P,PODE,camara
2260433-210,1,P,PSD,camara
2260433-210,1,P,PTB,camara
2260433-210,1,P,PROS,camara
2260433-210,-1,P,PSB,camara
2260433-210,-1,P,PT,camara
2260433-210,1,P,MDB,camara
2260433-210,-1,P,PDT,camara
2260433-210,1,P,PATRIOTA,camara
2260433-210,1,P,PSL,camara
2260433-210,-1,P,PV,camara
2260433-210,-1,P,PSOL,camara
2260433-204,-1,P,PODE,camara
2260433-204,-1,P,PSD,camara
2260433-204,-1,P,AVANTE,camara
2260433-204,-1,NA,Governo,camara
2260433-204,-1,NA,SOLIDARIEDADE,camara
2260433-204,-1,NA,REPUBLICANOS,camara
2260433-204,-1,P,PL,camara
2260433-204,1,B,Oposição,camara
2260433-204,1,P,PCdoB,camara
2260433-204,-1,P,PATRIOTA,camara
2260433-204,-1,P,PSC,camara
2260433-204,1,P,PT,camara
2260433-204,1,P,PV,camara
2260433-204,1,P,PDT,camara
2260433-204,-1,P,MDB,camara
2260433-204,1,P,REDE,camara
2260433-204,-1,P,DEM,camara
2260433-204,-1,P,NOVO,camara
2260433-204,-1,P,PTB,camara
2260433-204,-1,P,PROS,camara
2260433-204,-1,P,PP,camara
2260433-204,1,P,PSL,camara
2260433-204,1,P,PSOL,camara
2260433-204,1,B,Minoria,camara
2260433-204,-1,P,PSDB,camara
2260433-204,1,P,PSB,camara
2260433-200,-1,P,PROS,camara
2260433-200,-1,P,AVANTE,camara
2260433-200,1,P,PDT,camara
2260433-200,-1,NA,REPUBLICANOS,camara
2260433-200,-1,NA,SOLIDARIEDADE,camara
2260433-200,-1,NA,Governo,camara
2260433-200,1,P,PSB,camara
2260433-200,1,P,REDE,camara
2260433-200,-1,P,PSD,camara
2260433-200,-1,P,PP,camara
2260433-200,1,P,PSL,camara
2260433-200,-1,P,PSDB,camara
2260433-200,1,B,Minoria,camara
2260433-200,1,P,PT,camara
2260433-200,-1,P,DEM,camara
2260433-200,1,P,CIDADANIA,camara
2260433-200,-1,P,PL,camara
2260433-200,-1,P,PTB,camara
2260433-200,1,B,Oposição,camara
2260433-200,1,P,PSOL,camara
2260433-200,1,P,PCdoB,camara
2260433-200,-1,P,NOVO,camara
2260433-200,-1,P,PATRIOTA,camara
2260433-200,-1,P,MDB,camara
2260433-200,-1,P,PODE,camara
2260433-200,1,P,PV,camara
2260433-200,-1,P,PSC,camara
2260433-198,1,P,PT,camara
2260433-198,1,P,REDE,camara
2260433-198,-1,NA,SOLIDARIEDADE,camara
2260433-198,1,P,PCdoB,camara
2260433-198,-1,P,PSL,camara
2260433-198,1,B,Minoria,camara
2260433-198,-1,P,CIDADANIA,camara
2260433-198,-1,P,MDB,camara
2260433-198,-1,P,DEM,camara
2260433-198,-1,P,PTB,camara
2260433-198,1,P,PSB,camara
2260433-198,-1,P,PROS,camara
2260433-198,1,B,Oposição,camara
2260433-198,-1,P,PSC,camara
2260433-198,1,P,PDT,camara
2260433-198,-1,P,PODE,camara
2260433-198,-1,P,PP,camara
2260433-198,-1,P,AVANTE,camara
2260433-198,-1,NA,Governo,camara
2260433-198,-1,P,NOVO,camara
2260433-198,1,P,PV,camara
2260433-198,-1,P,PSD,camara
2260433-198,-1,NA,REPUBLICANOS,camara
2260433-198,2,P,PSOL,camara
2260433-198,-1,P,PATRIOTA,camara
2260433-198,-1,P,PSDB,camara
2260433-194,1,P,REDE,camara
2260433-194,-1,P,PSD,camara
2260433-194,-1,P,PP,camara
2260433-194,-1,P,MDB,camara
2260433-194,-1,P,DEM,camara
2260433-194,-1,NA,SOLIDARIEDADE,camara
2260433-194,-1,P,PROS,camara
2260433-194,2,P,PT,camara
2260433-194,-1,P,CIDADANIA,camara
2260433-194,-1,P,PL,camara
2260433-194,-1,P,PTB,camara
2260433-194,-1,NA,REPUBLICANOS,camara
2260433-194,1,P,PDT,camara
2260433-194,-1,P,PSL,camara
2260433-194,2,P,PSB,camara
2260433-194,5,B,Minoria,camara
2260433-194,2,P,PSOL,camara
2260433-194,-1,P,PSC,camara
2260433-194,-1,P,PV,camara
2260433-194,-1,P,NOVO,camara
2260433-194,-1,P,PSDB,camara
2260433-194,-1,P,PODE,camara
2260433-194,-1,NA,Governo,camara
2260433-194,1,P,PCdoB,camara
2260433-194,-1,P,AVANTE,camara
2260433-176,1,P,PODE,camara
2260433-176,-1,P,NOVO,camara
2260433-176,1,P,DEM,camara
2260433-176,2,P,PCdoB,camara
2260433-176,2,P,PSB,camara
2260433-176,2,B,Minoria,camara
2260433-176,2,P,PT,camara
2260433-176,2,P,REDE,camara
2260433-176,1,P,PP,camara
2260433-176,1,P,PSC,camara
2260433-176,1,P,PTB,camara
2260433-176,2,P,PDT,camara
2260433-176,1,NA,REPUBLICANOS,camara
2260433-176,1,NA,Governo,camara
2260433-176,1,P,PL,camara
2260433-176,1,P,PSL,camara
2260433-176,1,P,PROS,camara
2260433-176,1,P,CIDADANIA,camara
2260433-176,2,P,PSOL,camara
2260433-176,1,P,PSD,camara
2260433-176,1,P,AVANTE,camara
2260433-176,1,P,MDB,camara
2260433-176,1,NA,SOLIDARIEDADE,camara
2260433-176,1,P,PATRIOTA,camara
2260433-176,1,B,Maioria,camara
2260433-176,1,P,PSDB,camara
2260433-167,2,P,PSB,camara
2260433-167,-1,P,PSC,camara
2260433-167,1,P,CIDADANIA,camara
2260433-167,1,P,MDB,camara
2260433-167,2,P,PT,camara
2260433-167,-1,NA,Governo,camara
2260433-167,-1,P,PROS,camara
2260433-167,-1,P,PATRIOTA,camara
2260433-167,-1,P,PSL,camara
2260433-167,2,P,PCdoB,camara
2260433-167,-1,P,PODE,camara
2260433-167,-1,P,NOVO,camara
2260433-167,-1,P,PTB,camara
2260433-167,-1,B,Maioria,camara
2260433-167,-1,NA,REPUBLICANOS,camara
2260433-167,2,P,PSOL,camara
2260433-167,-1,P,DEM,camara
2260433-167,-1,P,AVANTE,camara
2260433-167,-1,P,PSD,camara
2260433-167,-1,P,PP,camara
2260433-167,2,P,REDE,camara
2260433-167,-1,P,PSDB,camara
2260433-167,-1,P,PL,camara
2260433-167,2,P,PDT,camara
2260433-167,-1,NA,SOLIDARIEDADE,camara
2260433-167,2,B,Minoria,camara
2260433-162,-1,NA,SOLIDARIEDADE,camara
2260433-162,1,P,PSL,camara
2260433-162,1,P,REDE,camara
2260433-162,1,P,PROS,camara
2260433-162,-1,P,PSDB,camara
2260433-162,2,P,PSOL,camara
2260433-162,1,P,PL,camara
2260433-162,1,P,PATRIOTA,camara
2260433-162,1,NA,Governo,camara
2260433-162,1,P,PDT,camara
2260433-162,1,NA,REPUBLICANOS,camara
2260433-162,1,P,AVANTE,camara
2260433-162,1,P,MDB,camara
2260433-162,1,B,Maioria,camara
2260433-162,1,P,PP,camara
2260433-162,1,P,PODE,camara
2260433-162,-1,P,PSB,camara
2260433-162,1,P,NOVO,camara
2260433-162,5,B,Minoria,camara
2260433-162,1,P,PSD,camara
2260433-162,-1,P,PT,camara
2260433-162,1,P,DEM,camara
2260433-162,-1,P,CIDADANIA,camara
2260433-162,1,P,PTB,camara
2260433-162,2,P,PCdoB,camara
2260433-162,1,P,PSC,camara
2260433-156,1,P,PSDB,camara
2260433-156,1,P,PSL,camara
2260433-156,1,P,NOVO,camara
2260433-156,1,P,PTB,camara
2260433-156,1,P,PSC,camara
2260433-156,1,B,Maioria,camara
2260433-156,-1,P,PT,camara
2260433-156,1,P,AVANTE,camara
2260433-156,-1,P,CIDADANIA,camara
2260433-156,-1,P,PSB,camara
2260433-156,1,P,PP,camara
2260433-156,1,P,PROS,camara
2260433-156,1,P,PL,camara
2260433-156,5,NA,REPUBLICANOS,camara
2260433-156,-1,P,PCdoB,camara
2260433-156,-1,B,Minoria,camara
2260433-156,5,P,DEM,camara
2260433-156,-1,P,PDT,camara
2260433-156,5,NA,SOLIDARIEDADE,camara
2260433-156,2,P,PSOL,camara
2260433-156,5,P,MDB,camara
2260433-156,1,NA,Governo,camara
2260433-156,1,P,PATRIOTA,camara
2260433-156,1,P,PSD,camara
2260433-156,-1,P,REDE,camara
2260433-156,1,P,PODE,camara
2260433-145,1,P,PTB,camara
2260433-145,1,P,PP,camara
2260433-145,1,P,PATRIOTA,camara
2260433-145,-1,P,PCdoB,camara
2260433-145,-1,P,PSDB,camara
2260433-145,1,P,PSD,camara
2260433-145,1,NA,Governo,camara
2260433-145,1,NA,SOLIDARIEDADE,camara
2260433-145,-1,P,CIDADANIA,camara
2260433-145,1,P,PL,camara
2260433-145,1,P,DEM,camara
2260433-145,-1,B,Minoria,camara
2260433-145,-1,P,REDE,camara
2260433-145,1,NA,REPUBLICANOS,camara
2260433-145,1,P,PSL,camara
2260433-145,-1,P,PSOL,camara
2260433-145,-1,P,PSB,camara
2260433-145,1,P,PODE,camara
2260433-145,1,P,PROS,camara
2260433-145,1,P,PSC,camara
2260433-145,-1,P,PDT,camara
2260433-145,-1,P,PT,camara
2260433-145,1,P,AVANTE,camara
2260433-145,-1,P,MDB,camara
2260433-145,1,P,NOVO,camara
2260433-145,1,B,Maioria,camara
2260433-136,1,P,NOVO,camara
2260433-136,1,P,AVANTE,camara
2260433-136,1,P,PP,camara
2260433-136,-1,P,PDT,camara
2260433-136,-1,P,CIDADANIA,camara
2260433-136,1,B,Maioria,camara
2260433-136,1,P,PL,camara
2260433-136,1,P,PATRIOTA,camara
2260433-136,-1,P,PSDB,camara
2260433-136,-1,P,PT,camara
2260433-136,1,NA,Governo,camara
2260433-136,1,NA,REPUBLICANOS,camara
2260433-136,1,P,PSC,camara
2260433-136,1,P,PTB,camara
2260433-136,1,NA,SOLIDARIEDADE,camara
2260433-136,-1,P,PCdoB,camara
2260433-136,-1,B,Minoria,camara
2260433-136,1,P,DEM,camara
2260433-136,1,P,PSL,camara
2260433-136,1,P,PSD,camara
2260433-136,1,P,PROS,camara
2260433-136,-1,P,MDB,camara
2260433-136,-1,P,PSOL,camara
2260433-136,-1,P,PSB,camara
2260433-136,-1,P,REDE,camara
2260433-136,1,P,PODE,camara
2260433-129,1,P,PROS,camara
2260433-129,1,P,PODE,camara
2260433-129,1,NA,SOLIDARIEDADE,camara
2260433-129,1,NA,REPUBLICANOS,camara
2260433-129,1,P,NOVO,camara
2260433-129,-1,P,PSB,camara
2260433-129,1,P,MDB,camara
2260433-129,-1,B,Minoria,camara
2260433-129,1,P,PATRIOTA,camara
2260433-129,1,P,AVANTE,camara
2260433-129,1,P,PTB,camara
2260433-129,1,P,PSDB,camara
2260433-129,1,NA,Governo,camara
2260433-129,1,P,PL,camara
2260433-129,1,P,PSL,camara
2260433-129,-1,P,PT,camara
2260433-129,1,P,DEM,camara
2260433-129,-1,P,REDE,camara
2260433-129,-1,P,PCdoB,camara
2260433-129,1,P,PP,camara
2260433-129,1,P,CIDADANIA,camara
2260433-129,-1,P,PDT,camara
2260433-129,1,P,PSD,camara
2260433-129,-1,P,PSOL,camara
2260433-124,1,P,PT,camara
2260433-124,-1,P,MDB,camara
2260433-124,-1,P,PTB,camara
2260433-124,-1,P,PSD,camara
2260433-124,1,P,PSB,camara
2260433-124,-1,NA,Governo,camara
2260433-124,1,B,Minoria,camara
2260433-124,-1,P,AVANTE,camara
2260433-124,-1,P,NOVO,camara
2260433-124,-1,P,PSL,camara
2260433-124,-1,P,PP,camara
2260433-124,-1,P,CIDADANIA,camara
2260433-124,1,P,REDE,camara
2260433-124,-1,P,PSC,camara
2260433-124,-1,NA,SOLIDARIEDADE,camara
2260433-124,-1,NA,REPUBLICANOS,camara
2260433-124,-1,P,PSDB,camara
2260433-124,-1,P,DEM,camara
2260433-124,1,P,PDT,camara
2260433-124,-1,P,PODE,camara
2260433-124,1,P,PCdoB,camara
2260433-124,-1,P,PATRIOTA,camara
2260433-124,-1,P,PL,camara
2260433-124,1,P,PSOL,camara
2260433-124,-1,P,PROS,camara
2260433-116,-1,P,CIDADANIA,camara
2260433-116,1,NA,REPUBLICANOS,camara
2260433-116,1,P,PTB,camara
2260433-116,1,P,PP,camara
2260433-116,1,NA,Governo,camara
2260433-116,-1,P,PDT,camara
2260433-116,1,P,NOVO,camara
2260433-116,-1,P,PCdoB,camara
2260433-116,1,P,PSD,camara
2260433-116,1,P,PSL,camara
2260433-116,-1,P,PT,camara
2260433-116,1,P,MDB,camara
2260433-116,1,NA,SOLIDARIEDADE,camara
2260433-116,-1,B,Minoria,camara
2260433-116,1,P,PL,camara
2260433-116,1,P,PODE,camara
2260433-116,-1,P,REDE,camara
2260433-116,-1,P,PSOL,camara
2260433-116,1,P,PSDB,camara
2260433-108,1,P,PT,camara
2260433-108,-1,P,PL,camara
2260433-108,-1,P,NOVO,camara
2260433-108,-1,P,PTB,camara
2260433-108,-1,P,PODE,camara
2260433-108,1,P,PSOL,camara
2260433-108,-1,NA,REPUBLICANOS,camara
2260433-108,-1,P,CIDADANIA,camara
2260433-108,1,P,REDE,camara
2260433-108,-1,P,DEM,camara
2260433-108,-1,P,PSL,camara
2260433-108,-1,P,PSD,camara
2260433-108,1,P,PCdoB,camara
2260433-108,-1,P,PSDB,camara
2260433-108,-1,P,PP,camara
2260433-108,-1,P,MDB,camara
2260433-108,-1,NA,Governo,camara
2260433-108,-1,NA,SOLIDARIEDADE,camara
2260433-108,1,P,PSB,camara
2260433-108,1,P,PDT,camara
2260433-104,2,P,PDT,camara
2260433-104,2,P,PSOL,camara
2260433-104,2,P,REDE,camara
2260433-104,-1,P,NOVO,camara
2260433-104,2,P,PT,camara
2260433-104,-1,NA,REPUBLICANOS,camara
2260433-104,2,P,PSB,camara
2260433-104,-1,P,PSDB,camara
2260433-104,-1,P,PP,camara
2260433-104,-1,P,PTB,camara
2260433-104,-1,P,PV,camara
2260433-104,-1,NA,Governo,camara
2260433-104,-1,P,CIDADANIA,camara
2260433-104,2,P,PCdoB,camara
2260433-104,-1,P,PL,camara
2260433-104,-1,P,PODE,camara
2260433-104,-1,P,PSL,camara
2260433-104,2,B,Minoria,camara
2260433-104,-1,P,PSD,camara
2260433-104,-1,P,DEM,camara
2260433-96,1,P,PP,camara
2260433-96,1,P,NOVO,camara
2260433-96,1,NA,REPUBLICANOS,camara
2260433-96,1,NA,SOLIDARIEDADE,camara
2260433-96,1,P,PV,camara
2260433-96,-1,P,PSB,camara
2260433-96,-1,P,PDT,camara
2260433-96,1,P,PATRIOTA,camara
2260433-96,1,P,PODE,camara
2260433-96,-1,P,REDE,camara
2260433-96,1,P,MDB,camara
2260433-96,1,NA,Governo,camara
2260433-96,-1,B,Minoria,camara
2260433-96,-1,P,PSOL,camara
2260433-96,1,P,PSL,camara
2260433-96,1,P,DEM,camara
2260433-96,-1,P,PT,camara
2260433-96,1,P,CIDADANIA,camara
2260433-96,-1,P,PCdoB,camara
2260433-96,1,P,PSD,camara
2260433-96,1,P,PL,camara
2260433-96,1,P,PSDB,camara
2260433-96,1,P,PTB,camara
2260433-92,-1,P,NOVO,camara
2260433-92,2,P,REDE,camara
2260433-92,-1,P,PL,camara
2260433-92,-1,NA,SOLIDARIEDADE,camara
2260433-92,2,P,PT,camara
2260433-92,-1,P,PODE,camara
2260433-92,-1,NA,Governo,camara
2260433-92,2,P,PCdoB,camara
2260433-92,2,B,Minoria,camara
2260433-92,-1,P,PSL,camara
2260433-92,-1,P,MDB,camara
2260433-92,-1,P,AVANTE,camara
2260433-92,-1,P,PV,camara
2260433-92,-1,P,PP,camara
2260433-92,2,P,PDT,camara
2260433-92,-1,P,DEM,camara
2260433-92,-1,NA,REPUBLICANOS,camara
2260433-92,-1,P,PSDB,camara
2260433-92,-1,P,PTB,camara
2260433-92,-1,P,PSD,camara
2260433-92,2,P,PSB,camara
2260433-92,2,P,PSOL,camara
2260433-92,-1,P,CIDADANIA,camara
2260433-87,2,B,Minoria,camara
2260433-87,1,P,CIDADANIA,camara
2260433-87,1,NA,Governo,camara
2260433-87,1,P,PP,camara
2260433-87,1,P,AVANTE,camara
2260433-87,2,P,PSOL,camara
2260433-87,2,P,REDE,camara
2260433-87,1,P,NOVO,camara
2260433-87,1,P,PSDB,camara
2260433-87,2,P,PDT,camara
2260433-87,1,P,PSD,camara
2260433-87,1,P,PV,camara
2260433-87,1,P,PL,camara
2260433-87,2,P,PCdoB,camara
2260433-87,1,P,PTB,camara
2260433-87,2,P,PT,camara
2260433-87,1,P,MDB,camara
2260433-87,1,NA,SOLIDARIEDADE,camara
2260433-87,1,NA,REPUBLICANOS,camara
2260433-87,2,P,PSB,camara
2260433-87,1,P,PSL,camara
2260433-87,1,P,PODE,camara
2260433-83,-1,P,PSL,camara
2260433-83,2,B,Minoria,camara
2260433-83,-1,P,CIDADANIA,camara
2260433-83,-1,NA,Governo,camara
2260433-83,-1,NA,REPUBLICANOS,camara
2260433-83,2,P,PSOL,camara
2260433-83,2,P,PCdoB,camara
2260433-83,2,P,PT,camara
2260433-83,-1,P,AVANTE,camara
2260433-83,2,P,REDE,camara
2260433-83,-1,P,PSDB,camara
2260433-83,-1,P,PP,camara
2260433-83,-1,P,PODE,camara
2260433-83,-1,NA,SOLIDARIEDADE,camara
2260433-83,-1,P,PATRIOTA,camara
2260433-83,-1,P,MDB,camara
2260433-83,2,P,PDT,camara
2260433-83,-1,P,PTB,camara
2260433-83,-1,P,NOVO,camara
2260433-83,-1,P,PL,camara
2260433-83,-1,P,PSD,camara
2260433-83,2,P,PSB,camara
2260433-81,2,P,PCdoB,camara
2260433-81,-1,P,PSC,camara
2260433-81,-1,P,DEM,camara
2260433-81,2,P,REDE,camara
2260433-81,2,P,PSB,camara
2260433-81,2,B,Minoria,camara
2260433-81,-1,P,PP,camara
2260433-81,-1,P,PTB,camara
2260433-81,2,P,PDT,camara
2260433-81,2,P,PT,camara
2260433-81,-1,P,CIDADANIA,camara
2260433-81,-1,P,MDB,camara
2260433-81,-1,P,PSL,camara
2260433-81,-1,P,PV,camara
2260433-81,-1,P,PODE,camara
2260433-81,-1,P,NOVO,camara
2260433-81,-1,P,PSDB,camara
2260433-81,2,P,PSOL,camara
2260433-81,-1,NA,REPUBLICANOS,camara
2260433-81,-1,P,PSD,camara
2260433-76,-1,P,PSC,camara
2260433-76,-1,NA,SOLIDARIEDADE,camara
2260433-76,2,P,PT,camara
2260433-76,-1,P,PV,camara
2260433-76,-1,P,DEM,camara
2260433-76,2,P,REDE,camara
2260433-76,-1,P,PSDB,camara
2260433-76,-1,P,PSD,camara
2260433-76,-1,P,PTB,camara
2260433-76,-1,P,PSL,camara
2260433-76,2,B,Minoria,camara
2260433-76,2,P,PSOL,camara
2260433-76,-1,P,NOVO,camara
2260433-76,-1,NA,REPUBLICANOS,camara
2260433-76,-1,NA,Governo,camara
2260433-76,-1,P,PP,camara
2260433-76,2,P,PDT,camara
2260433-76,2,P,PCdoB,camara
2260433-76,-1,P,PL,camara
2260433-76,-1,P,CIDADANIA,camara
2260433-76,-1,P,MDB,camara
2260433-76,-1,P,PODE,camara
2260433-76,2,P,PSB,camara
2260433-64,2,P,PT,camara
2260433-64,-1,P,PTB,camara
2260433-64,-1,P,AVANTE,camara
2260433-64,-1,P,NOVO,camara
2260433-64,-1,NA,Governo,camara
2260433-64,2,P,PSOL,camara
2260433-64,-1,P,MDB,camara
2260433-64,-1,P,PSDB,camara
2260433-64,-1,NA,SOLIDARIEDADE,camara
2260433-64,2,P,PDT,camara
2260433-64,2,P,PCdoB,camara
2260433-64,-1,P,DEM,camara
2260433-64,2,P,PSB,camara
2260433-64,-1,P,PSD,camara
2260433-64,-1,P,CIDADANIA,camara
2260433-64,2,B,Oposição,camara
2260433-64,-1,P,PP,camara
2260433-64,2,P,REDE,camara
2260433-64,-1,P,PSL,camara
2260433-64,2,B,Minoria,camara
2260433-64,-1,P,PL,camara
2260433-64,-1,P,PODE,camara
2260433-64,-1,NA,REPUBLICANOS,camara
2260433-58,2,P,REDE,camara
2260433-58,-1,NA,Governo,camara
2260433-58,-1,P,CIDADANIA,camara
2260433-58,-1,P,NOVO,camara
2260433-58,-1,P,DEM,camara
2260433-58,2,P,PSOL,camara
2260433-58,-1,P,PSL,camara
2260433-58,-1,P,PTB,camara
2260433-58,-1,P,PP,camara
2260433-58,-1,P,PODE,camara
2260433-58,-1,P,PSD,camara
2260433-58,2,P,PDT,camara
2260433-58,2,P,PCdoB,camara
2260433-58,2,B,Minoria,camara
2260433-58,-1,P,PV,camara
2260433-58,-1,NA,REPUBLICANOS,camara
2260433-58,-1,P,PL,camara
2260433-58,-1,P,MDB,camara
2260433-58,2,P,PT,camara
2260433-58,2,P,PSB,camara
2260433-58,-1,P,PSDB,camara
2260433-58,-1,P,PATRIOTA,camara
2260433-53,2,P,PCdoB,camara
2260433-53,-1,NA,Governo,camara
2260433-53,2,P,PT,camara
2260433-53,-1,P,PSD,camara
2260433-53,-1,P,PSDB,camara
2260433-53,-1,P,PTB,camara
2260433-53,-1,P,PP,camara
2260433-53,2,P,PSOL,camara
2260433-53,-1,P,PV,camara
2260433-53,2,P,REDE,camara
2260433-53,-1,P,AVANTE,camara
2260433-53,-1,P,PL,camara
2260433-53,-1,NA,REPUBLICANOS,camara
2260433-53,-1,P,PATRIOTA,camara
2260433-53,2,P,PDT,camara
2260433-53,-1,P,NOVO,camara
2260433-53,2,P,PSB,camara
2266253-8,1,P,PROS,camara
2266253-8,1,P,PSD,camara
2266253-8,1,NA,REPUBLICANOS,camara
2266253-8,1,P,REDE,camara
2266253-8,1,P,NOVO,camara
2266253-8,1,P,PV,camara
2266253-8,1,P,PSDB,camara
2266253-8,5,B,Minoria,camara
2266253-8,1,P,PSB,camara
2266253-8,1,P,PP,camara
2266253-8,1,P,PTB,camara
2266253-8,1,NA,SOLIDARIEDADE,camara
2266253-8,1,P,PSL,camara
2266253-8,1,P,MDB,camara
2266253-8,1,P,DEM,camara
2266253-8,1,NA,Governo,camara
2266253-8,1,P,PT,camara
2266253-8,1,P,PCdoB,camara
2266253-8,1,P,PSC,camara
2266253-8,1,P,PL,camara
2266253-8,1,P,AVANTE,camara
2266253-8,1,P,PODE,camara
2266253-8,1,P,CIDADANIA,camara
2266253-8,1,P,PATRIOTA,camara
2266253-8,-1,P,PSOL,camara
2266253-8,1,P,PDT,camara
2258717-9,1,P,DEM,camara
2258717-9,-1,P,PT,camara
2258717-9,1,P,PSL,camara
2258717-9,-1,P,PCdoB,camara
2258717-9,-1,P,PSB,camara
2258717-9,1,P,PODE,camara
2258717-9,-1,P,PSOL,camara
2258717-9,-1,B,Minoria,camara
2258717-9,1,P,PSC,camara
2258717-9,1,NA,REPUBLICANOS,camara
2258717-9,1,P,AVANTE,camara
2258717-9,-1,B,Oposição,camara
2258717-9,1,P,MDB,camara
2258717-9,1,P,PSDB,camara
2258717-9,1,NA,SOLIDARIEDADE,camara
